u,v,sim,source
Q20P,Q170P__top,0.5128849148540714,4_тон_манера
Q20P,Q186__bottom,0.5026270562239136,4_тон_манера
Q22P,Q24P,0.5089472423976374,3_личное_содержание
Q22P,Q27P__top,0.5376246600181324,1_среда_страна
Q22P,Q28P__top,0.5102967366493592,4_тон_манера
Q22P,Q29P__top,0.5419878503241615,1_среда_страна
Q22P,Q36P__bottom,0.6401345291479821,1_среда_страна
Q22P,Q43P__bottom,0.5253500492350553,1_среда_страна
Q22P,Q128__top,0.508133600656156,4_тон_манера
Q22P,Q151P,0.5053692634991389,3_личное_содержание
Q22P,Q164__top,0.5117484258038152,4_тон_манера
Q22P,Q167P,0.505718588465139,3_личное_содержание
Q22P,Q169P__top,0.581492551821341,1_среда_страна
Q22P,Q170P__top,0.5921031767006713,1_среда_страна
Q22P,Q172P__top,0.5266870664081661,1_среда_страна
Q22P,Q173P__top,0.5008532113422648,4_тон_манера
Q22P,Q182__bottom,0.6368064835970169,1_среда_страна
Q22P,Q183__bottom,0.5377525557433792,1_среда_страна
Q22P,Q184__bottom,0.5366160652986498,1_среда_страна
Q22P,Q186__bottom,0.6101011677199553,1_среда_страна
Q22P,Q187__bottom,0.5106432631561401,4_тон_манера
Q22P,Q188__bottom,0.5484636522608044,1_среда_страна
Q22P,Q193__bottom,0.5342573944635312,1_среда_страна
Q22P,Q205P__bottom,0.5068020116341051,4_тон_манера
Q22P,Q209P__bottom,0.5583619865050025,1_среда_страна
Q22P,Q211P__bottom,0.5067643489595038,4_тон_манера
Q22P,Q212P__bottom,0.5006294816355575,4_тон_манера
Q22P,Q214P__bottom,0.5022593551423864,4_тон_манера
Q22P,Q215P__bottom,0.5008017929249019,4_тон_манера
Q22P,Q216P__bottom,0.5125089173698064,1_среда_страна
Q22P,Q217P__bottom,0.5007505253677574,4_тон_манера
Q22P,Q218P__bottom,0.5005457664119757,4_тон_манера
Q23P,Q26P,0.5027046305652975,3_личное_содержание
Q27P__top,Q28P__top,0.5218613775065388,4_тон_манера
Q27P__top,Q36P__bottom,0.5304905364542502,1_среда_страна
Q27P__top,Q38P__top,0.5307659022068368,4_тон_манера
Q27P__top,Q43P__bottom,0.5528521103647464,1_среда_страна
Q27P__top,Q45P__top,0.564055881697258,4_тон_манера
Q27P__top,Q112__top,0.5443408381193632,1_среда_страна
Q27P__top,Q126__top,0.5013348164627364,4_тон_манера
Q27P__top,Q128__top,0.550931841212495,4_тон_манера
Q27P__top,Q143P__top,0.5396347719034266,4_тон_манера
Q27P__top,Q146P__top,0.5222539165081952,4_тон_манера
Q27P__top,Q147P__top,0.5217604129583482,4_тон_манера
Q27P__top,Q148P__top,0.5007447466715552,4_тон_манера
Q27P__top,Q151P,0.5625395794430462,4_тон_манера
Q27P__top,Q164__top,0.6153040948122915,1_среда_страна
Q27P__top,Q165P,0.5485138955934074,1_среда_страна
Q27P__top,Q166P,0.5546110893765338,1_среда_страна
Q27P__top,Q167P,0.5840113125677979,1_среда_страна
Q27P__top,Q168P,0.5750844679356371,1_среда_страна
Q27P__top,Q169P__top,0.6328211127860148,1_среда_страна
Q27P__top,Q170P__top,0.5806583986868503,1_среда_страна
Q27P__top,Q172P__top,0.6222628929995424,1_среда_страна
Q27P__top,Q173P__top,0.5830347105115233,1_среда_страна
Q27P__top,Q182__bottom,0.5897693499100004,1_среда_страна
Q27P__top,Q183__bottom,0.5600410807394534,1_среда_страна
Q27P__top,Q184__bottom,0.5908266959626476,1_среда_страна
Q27P__top,Q186__bottom,0.5994516508075479,1_среда_страна
Q27P__top,Q187__bottom,0.5668217551740735,1_среда_страна
Q27P__top,Q188__bottom,0.6083516045445485,1_среда_страна
Q27P__top,Q193__bottom,0.5633160781889824,1_среда_страна
Q27P__top,Q209P__bottom,0.5360379511736669,1_среда_страна
Q27P__top,Q210P__bottom,0.5541015452538631,4_тон_манера
Q27P__top,Q211P__bottom,0.5440345846367745,4_тон_манера
Q27P__top,Q212P__bottom,0.5450187688349224,4_тон_манера
Q27P__top,Q214P__bottom,0.5285298625147147,2_группа_демография
Q27P__top,Q216P__bottom,0.5066095905602626,1_среда_страна
Q27P__top,Q217P__bottom,0.5059448704260895,4_тон_манера
Q27P__top,Q218P__bottom,0.5545965259691341,1_среда_страна
Q27P__top,Q254P__top,0.5995133458402214,1_среда_страна
Q27P__top,Q255P__top,0.5983243491705319,1_среда_страна
Q27P__top,Q256P__top,0.5228283722474273,4_тон_манера
Q27P__top,Q257P__top,0.55221027479092,1_среда_страна
Q28P__middle,Q29P__middle,0.5089953021567372,4_тон_манера
Q28P__middle,Q30P__middle,0.5002182770663562,4_тон_манера
Q28P__middle,Q31P__middle,0.5072981524956619,4_тон_манера
Q28P__top,Q29P__top,0.5164792366486539,4_тон_манера
Q28P__top,Q128__top,0.5098592791918479,4_тон_манера
Q28P__top,Q169P__top,0.5447560776254642,1_среда_страна
Q28P__top,Q170P__top,0.5385890448803275,2_группа_демография
Q28P__top,Q172P__top,0.5010966875559535,4_тон_манера
Q28P__top,Q182__bottom,0.5162217142377786,4_тон_манера
Q28P__top,Q184__bottom,0.5108154301361807,4_тон_манера
Q28P__top,Q186__bottom,0.5282875368007851,1_среда_страна
Q28P__top,Q188__bottom,0.5114906894413664,4_тон_манера
Q28P__top,Q209P__bottom,0.5084160126363592,4_тон_манера
Q28P__top,Q216P__bottom,0.5052222142188287,4_тон_манера
Q28P__top,Q217P__bottom,0.5050747370363535,4_тон_манера
Q28P__top,Q218P__bottom,0.5007548309178744,4_тон_манера
Q29P__bottom,Q30P__bottom,0.502310642063518,3_личное_содержание
Q29P__bottom,Q31P__bottom,0.6656500727255665,3_личное_содержание
Q29P__middle,Q30P__middle,0.6093685161227329,4_тон_манера
Q29P__middle,Q31P__middle,0.6822188060466308,3_личное_содержание
Q29P__top,Q31P__top,0.6798460746321238,3_личное_содержание
Q29P__top,Q169P__top,0.5378910940038139,2_группа_демография
Q29P__top,Q170P__top,0.5533399294720552,1_среда_страна
Q29P__top,Q182__bottom,0.5081869982418606,4_тон_манера
Q29P__top,Q186__bottom,0.5246433524866257,1_среда_страна
Q29P__top,Q209P__bottom,0.5032228710093274,4_тон_манера
Q30P__bottom,Q31P__bottom,0.591932488351634,3_личное_содержание
Q30P__middle,Q31P__middle,0.6739314892482242,4_тон_манера
Q30P__middle,Q34P__middle,0.5092220800423598,4_тон_манера
Q30P__middle,Q37P__middle,0.5000558771596523,4_тон_манера
Q30P__middle,Q39P__middle,0.5047264743550649,4_тон_манера
Q30P__middle,Q41P__middle,0.5010548311265597,4_тон_манера
Q30P__top,Q31P__top,0.5033253279142804,3_личное_содержание
Q31P__top,Q35P__top,0.5134844905347774,4_тон_манера
Q33P__bottom,Q35P__bottom,0.6190465286682543,1_среда_страна
Q33P__bottom,Q37P__bottom,0.5102494216806761,3_личное_содержание
Q33P__bottom,Q54P__bottom,0.5112661154433951,4_тон_манера
Q33P__bottom,Q62P__top,0.5346994145366272,1_среда_страна
Q33P__bottom,Q93,0.5140125637175067,2_группа_демография
Q33P__bottom,Q111__c1,0.510952682113494,4_тон_манера
Q33P__bottom,Q123__top,0.5233273853680053,4_тон_манера
Q33P__bottom,Q204P__top,0.5115773652354064,4_тон_манера
Q33P__bottom,Q206P__top,0.5410556546712502,2_группа_демография
Q33P__bottom,Q207P__top,0.5070953962980541,4_тон_манера
Q33P__bottom,Q231P__bottom,0.5114325593198833,4_тон_манера
Q33P__bottom,Q235P__bottom,0.5364769084917159,4_тон_манера
Q33P__bottom,Q237P__bottom,0.5236540415034102,4_тон_манера
Q33P__bottom,Q238P__top,0.5309052785121706,4_тон_манера
Q33P__bottom,Q239P__bottom,0.5178074301622348,4_тон_манера
Q33P__bottom,Q242__bottom,0.5779073893373547,1_среда_страна
Q33P__bottom,Q245__bottom,0.5250844187168355,4_тон_манера
Q33P__bottom,Q249__top,0.5213505616924207,4_тон_манера
Q33P__bottom,Q250__top,0.5097690625611122,4_тон_манера
Q34P__middle,Q37P__middle,0.562319860949154,4_тон_манера
Q34P__middle,Q39P__middle,0.5892947281280917,3_личное_содержание
Q34P__middle,Q40P__middle,0.5216229827673039,4_тон_манера
Q34P__middle,Q41P__middle,0.5712003195526263,4_тон_манера
Q34P__top,Q38P__top,0.5697632496094219,3_личное_содержание
Q34P__top,Q39P__top,0.5182686028794428,4_тон_манера
Q35P__bottom,Q54P__bottom,0.5048110169324087,4_тон_манера
Q35P__bottom,Q62P__top,0.5032072072072072,4_тон_манера
Q35P__bottom,Q116__middle,0.5011717808879251,4_тон_манера
Q35P__bottom,Q231P__bottom,0.5192797333123343,4_тон_манера
Q35P__bottom,Q242__bottom,0.5273747512910509,4_тон_манера
Q36P__bottom,Q43P__bottom,0.5417109992810928,1_среда_страна
Q36P__bottom,Q112__top,0.5236030551886521,1_среда_страна
Q36P__bottom,Q124__top,0.5100104481405133,4_тон_манера
Q36P__bottom,Q126__top,0.5116056680865861,4_тон_манера
Q36P__bottom,Q128__top,0.5165426414690294,4_тон_манера
Q36P__bottom,Q151P,0.5019313432244518,4_тон_манера
Q36P__bottom,Q164__top,0.5568507337710987,1_среда_страна
Q36P__bottom,Q167P,0.5096621307991107,4_тон_манера
Q36P__bottom,Q169P__top,0.5716166088309201,1_среда_страна
Q36P__bottom,Q170P__top,0.5440940673436665,1_среда_страна
Q36P__bottom,Q172P__top,0.5689074190416358,1_среда_страна
Q36P__bottom,Q173P__top,0.5369293552957097,1_среда_страна
Q36P__bottom,Q182__bottom,0.6546843405976185,1_среда_страна
Q36P__bottom,Q183__bottom,0.5649562343694177,1_среда_страна
Q36P__bottom,Q184__bottom,0.5598681388155072,1_среда_страна
Q36P__bottom,Q186__bottom,0.5838020575292163,1_среда_страна
Q36P__bottom,Q187__bottom,0.5339966832504146,1_среда_страна
Q36P__bottom,Q188__bottom,0.5733946106130239,1_среда_страна
Q36P__bottom,Q193__bottom,0.5545325938068398,1_среда_страна
Q36P__bottom,Q205P__bottom,0.5262927256792288,2_группа_демография
Q36P__bottom,Q209P__bottom,0.5159116216374612,2_группа_демография
Q36P__bottom,Q210P__bottom,0.5045810819469064,4_тон_манера
Q36P__bottom,Q211P__bottom,0.5001484360240737,4_тон_манера
Q36P__bottom,Q212P__bottom,0.5059306373286346,4_тон_манера
Q36P__bottom,Q215P__bottom,0.5093542128603105,2_группа_демография
Q36P__bottom,Q216P__bottom,0.5030649775234982,4_тон_манера
Q36P__bottom,Q217P__bottom,0.5048722425011903,4_тон_манера
Q36P__bottom,Q218P__bottom,0.5201085095735996,2_группа_демография
Q36P__bottom,Q254P__top,0.5063538168285378,4_тон_манера
Q37P__middle,Q39P__middle,0.5722515212981745,4_тон_манера
Q37P__middle,Q40P__middle,0.5590666341657987,4_тон_манера
Q37P__middle,Q41P__middle,0.6001846907433802,4_тон_манера
Q37P__middle,Q161__middle,0.5100085622382153,4_тон_манера
Q38P__middle,Q40P__middle,0.5195816161762224,3_личное_содержание
Q38P__top,Q39P__top,0.5697723187537448,3_личное_содержание
Q38P__top,Q40P__top,0.5520992537984357,3_личное_содержание
Q39P__middle,Q40P__middle,0.5633496026783914,3_личное_содержание
Q39P__middle,Q41P__middle,0.64270465473554,4_тон_манера
Q39P__top,Q40P__top,0.6066048667439166,3_личное_содержание
Q40P__middle,Q41P__middle,0.5599617201985765,4_тон_манера
Q40P__top,Q41P__top,0.5516715587237448,3_личное_содержание
Q43P__bottom,Q110__bottom,0.505273074006847,4_тон_манера
Q43P__bottom,Q112__top,0.5216642952219214,1_среда_страна
Q43P__bottom,Q126__top,0.506661378006953,4_тон_манера
Q43P__bottom,Q128__top,0.5317502432121695,4_тон_манера
Q43P__bottom,Q135P__bottom,0.5121838433390968,4_тон_манера
Q43P__bottom,Q164__top,0.5506123469132717,1_среда_страна
Q43P__bottom,Q167P,0.517761159149334,4_тон_манера
Q43P__bottom,Q169P__top,0.5379615123810415,1_среда_страна
Q43P__bottom,Q170P__top,0.5027020477402157,1_среда_страна
Q43P__bottom,Q172P__top,0.5540731439334484,1_среда_страна
Q43P__bottom,Q173P__top,0.5247833009021758,4_тон_манера
Q43P__bottom,Q182__bottom,0.5546745188768535,1_среда_страна
Q43P__bottom,Q183__bottom,0.5302979313075324,1_среда_страна
Q43P__bottom,Q184__bottom,0.5471822960702863,1_среда_страна
Q43P__bottom,Q186__bottom,0.5457197974439354,1_среда_страна
Q43P__bottom,Q187__bottom,0.5415821501014199,2_группа_демография
Q43P__bottom,Q188__bottom,0.5490050698354808,1_среда_страна
Q43P__bottom,Q193__bottom,0.5301974448315911,1_среда_страна
Q43P__bottom,Q205P__bottom,0.5427294065049737,1_среда_страна
Q43P__bottom,Q209P__bottom,0.510310843317219,2_группа_демография
Q43P__bottom,Q210P__bottom,0.5226262375799224,4_тон_манера
Q43P__bottom,Q212P__bottom,0.5181988610236639,4_тон_манера
Q43P__bottom,Q214P__bottom,0.5228556280399254,2_группа_демография
Q43P__bottom,Q215P__bottom,0.5211627203268023,4_тон_манера
Q43P__bottom,Q216P__bottom,0.5035181013863409,4_тон_манера
Q43P__bottom,Q217P__bottom,0.5092276319143513,4_тон_манера
Q43P__bottom,Q218P__bottom,0.5299930801833751,1_среда_страна
Q43P__bottom,Q219P__bottom,0.5059916520802478,4_тон_манера
Q43P__bottom,Q254P__top,0.53337443255058,4_тон_манера
Q43P__bottom,Q255P__top,0.5242555688271411,4_тон_манера
Q43P__bottom,Q257P__top,0.5160988308366825,4_тон_манера
Q44P__top,Q45P__top,0.6523398116982829,3_личное_содержание
Q44P__top,Q163__top,0.5660639343495015,4_тон_манера
Q45P__top,Q164__top,0.664464089591473,2_группа_демография
Q45P__top,Q169P__top,0.5389263036367135,4_тон_манера
Q45P__top,Q172P__top,0.5475814394291342,2_группа_демография
Q45P__top,Q173P__top,0.6446924983506,3_личное_содержание
Q45P__top,Q186__bottom,0.5009110645886641,4_тон_манера
Q45P__top,Q188__bottom,0.6053551975230778,4_тон_манера
Q45P__top,Q254P__top,0.6573212237453225,4_тон_манера
Q45P__top,Q257P__top,0.5093259738094797,4_тон_манера
Q46P__middle,Q47P__middle,0.5198084541713143,4_тон_манера
Q46P__middle,Q48__middle,0.5333488264001859,4_тон_манера
Q46P__middle,Q49__middle,0.6066009909197818,4_тон_манера
Q46P__middle,Q50__middle,0.5200262639527249,4_тон_манера
Q46P__middle,Q131P__middle,0.545807648456975,3_личное_содержание
Q46P__top,Q49__top,0.5114516672280229,3_личное_содержание
Q47P__middle,Q49__middle,0.5086890211157176,4_тон_манера
Q48__bottom,Q49__bottom,0.5100677042117295,3_личное_содержание
Q48__middle,Q49__middle,0.6355363881401618,3_личное_содержание
Q48__middle,Q50__middle,0.5390518262136806,4_тон_манера
Q48__middle,Q90__middle,0.5361839775222534,4_тон_манера
Q48__middle,Q107__middle,0.5339470655926352,4_тон_манера
Q48__middle,Q131P__middle,0.5142667257421356,4_тон_манера
Q48__middle,Q161__middle,0.514684652703822,4_тон_манера
Q48__middle,Q251__middle,0.5129785998302283,4_тон_манера
Q48__middle,Q253P__middle,0.5092956574018407,4_тон_манера
Q48__top,Q49__top,0.5426468070535867,3_личное_содержание
Q49__bottom,Q50__bottom,0.5215754923413567,3_личное_содержание
Q49__middle,Q50__middle,0.5793958171959721,4_тон_манера
Q49__middle,Q75P__middle,0.5374911000355999,4_тон_манера
Q49__middle,Q90__middle,0.5370586752812335,4_тон_манера
Q49__middle,Q107__middle,0.5346911667035643,4_тон_манера
Q49__middle,Q131P__middle,0.536830982878337,4_тон_манера
Q49__middle,Q161__middle,0.5077575948088107,4_тон_манера
Q49__middle,Q253P__middle,0.5057742782152231,4_тон_манера
Q49__top,Q50__top,0.5308372868316451,3_личное_содержание
Q50__middle,Q90__middle,0.5186172094229726,4_тон_манера
Q50__middle,Q107__middle,0.520329127306994,4_тон_манера
Q50__middle,Q161__middle,0.5177724271104012,4_тон_манера
Q50__middle,Q251__middle,0.5212175270375738,4_тон_манера
Q51P__bottom,Q52P__bottom,0.7816384694681948,3_личное_содержание
Q51P__bottom,Q53P__bottom,0.7876847440138387,3_личное_содержание
Q51P__bottom,Q54P__bottom,0.713403344765836,2_группа_демография
Q51P__bottom,Q55P__bottom,0.783370983935743,3_личное_содержание
Q51P__bottom,Q56P__top,0.612853122549095,4_тон_манера
Q51P__bottom,Q134P__bottom,0.6209104190948339,4_тон_манера
Q51P__bottom,Q136P__bottom,0.590554059892977,4_тон_манера
Q51P__bottom,Q137P__bottom,0.5115739248178477,4_тон_манера
Q51P__bottom,Q231P__bottom,0.5132522173814937,4_тон_манера
Q51P__bottom,Q242__bottom,0.5518668236941783,4_тон_манера
Q52P__bottom,Q53P__bottom,0.7598257425742574,3_личное_содержание
Q52P__bottom,Q54P__bottom,0.6649069406132091,3_личное_содержание
Q52P__bottom,Q55P__bottom,0.7394005572708788,3_личное_содержание
Q52P__bottom,Q134P__bottom,0.6329224298586059,3_личное_содержание
Q52P__bottom,Q135P__bottom,0.6376389265383573,3_личное_содержание
Q52P__bottom,Q136P__bottom,0.623726534622744,3_личное_содержание
Q52P__bottom,Q137P__bottom,0.534116424813164,4_тон_манера
Q52P__bottom,Q138P__bottom,0.6572021556760905,3_личное_содержание
Q52P__bottom,Q231P__bottom,0.5105905761056344,4_тон_манера
Q53P__bottom,Q54P__bottom,0.7476448322102083,1_среда_страна
Q53P__bottom,Q55P__bottom,0.7062620073079773,3_личное_содержание
Q53P__bottom,Q56P__top,0.6096923420867083,4_тон_манера
Q53P__bottom,Q134P__bottom,0.6340219378427788,3_личное_содержание
Q53P__bottom,Q136P__bottom,0.6044486529642213,3_личное_содержание
Q53P__bottom,Q137P__bottom,0.5329188068847436,4_тон_манера
Q53P__bottom,Q138P__bottom,0.6437331737959916,3_личное_содержание
Q53P__bottom,Q230P__bottom,0.5068998684804585,4_тон_манера
Q53P__bottom,Q231P__bottom,0.5219581178202669,4_тон_манера
Q53P__bottom,Q242__bottom,0.5582452450132801,4_тон_манера
Q54P__bottom,Q55P__bottom,0.6260797509039775,3_личное_содержание
Q54P__bottom,Q56P__top,0.6201652380860244,4_тон_манера
Q54P__bottom,Q76P__top,0.5227098234129389,4_тон_манера
Q54P__bottom,Q113__bottom,0.5462431964632035,4_тон_манера
Q54P__bottom,Q115__bottom,0.5833438485804416,4_тон_манера
Q54P__bottom,Q116__middle,0.5739242828552368,4_тон_манера
Q54P__bottom,Q134P__bottom,0.6139659839211409,3_личное_содержание
Q54P__bottom,Q136P__bottom,0.5966375905548398,3_личное_содержание
Q54P__bottom,Q137P__bottom,0.5355798231929277,4_тон_манера
Q54P__bottom,Q138P__bottom,0.585834859463333,3_личное_содержание
Q54P__bottom,Q227P__bottom,0.5585099233905291,4_тон_манера
Q54P__bottom,Q230P__bottom,0.5150301513255205,4_тон_манера
Q54P__bottom,Q231P__bottom,0.532836892158622,1_среда_страна
Q54P__bottom,Q235P__bottom,0.546550902422346,4_тон_манера
Q54P__bottom,Q242__bottom,0.5706764452820912,1_среда_страна
Q54P__bottom,Q253P__middle,0.511202478846383,4_тон_манера
Q56P__top,Q71P__top,0.513669291960285,4_тон_манера
Q56P__top,Q74P__top,0.554889308051226,4_тон_манера
Q56P__top,Q76P__top,0.5230004967709886,4_тон_манера
Q56P__top,Q87P__top,0.5191326219139948,4_тон_манера
Q57P__c1,Q112__top,0.5071629193659934,4_тон_манера
Q57P__c1,Q164__top,0.6741819320494755,4_тон_манера
Q57P__c1,Q169P__top,0.5280844299213989,1_среда_страна
Q57P__c1,Q172P__top,0.5290056221730615,2_группа_демография
Q59P__bottom,Q61P__bottom,0.5022328383009659,3_личное_содержание
Q59P__middle,Q60P__middle,0.6449498693090937,3_личное_содержание
Q59P__middle,Q62P__top,0.5188383521750561,4_тон_манера
Q59P__middle,Q75P__middle,0.5397627372122633,3_личное_содержание
Q59P__middle,Q80P__middle,0.51031191409579,4_тон_манера
Q59P__middle,Q131P__middle,0.5276859584955111,4_тон_манера
Q60P__middle,Q75P__middle,0.5401578073089701,3_личное_содержание
Q61P__bottom,Q63P__bottom,0.5494241326109576,3_личное_содержание
Q61P__middle,Q62P__middle,0.5119419556404762,4_тон_манера
Q61P__middle,Q63P__middle,0.5291979271405368,4_тон_манера
Q61P__top,Q63P__top,0.5211786867599569,3_личное_содержание
Q62P__bottom,Q63P__bottom,0.652718738930216,3_личное_содержание
Q62P__middle,Q63P__middle,0.7177350359643841,3_личное_содержание
Q62P__top,Q63P__top,0.771718437477408,3_личное_содержание
Q62P__top,Q74P__top,0.506360806604412,4_тон_манера
Q62P__top,Q76P__top,0.5142633005277422,4_тон_манера
Q62P__top,Q80P__middle,0.5119032365528022,4_тон_манера
Q62P__top,Q83P__top,0.5355278902212378,4_тон_манера
Q62P__top,Q85P__top,0.5398458312078445,4_тон_манера
Q62P__top,Q93,0.5021060945109912,4_тон_манера
Q62P__top,Q113__bottom,0.5126859348521936,4_тон_манера
Q62P__top,Q115__bottom,0.5144161774298761,4_тон_манера
Q62P__top,Q116__middle,0.5147446439433193,4_тон_манера
Q62P__top,Q123__top,0.5102142812519522,4_тон_манера
Q62P__top,Q130P__top,0.5010618857114634,4_тон_манера
Q62P__top,Q199P__top,0.5140180214632281,4_тон_манера
Q62P__top,Q206P__top,0.5024655055417326,4_тон_манера
Q62P__top,Q242__bottom,0.5078709078244718,4_тон_манера
Q63P__top,Q85P__top,0.5055658362989324,4_тон_манера
Q63P__top,Q86P__top,0.5043989232486377,4_тон_манера
Q63P__top,Q130P__top,0.5009299279633268,4_тон_манера
